"species","japanese.name","family","order","mesh2","latitude","longitude","Category","pre-1949","1950-1959","1960-1969","1970-1979","1980-1989","1990-1999","2000-2009","2010-","unknown"
"sp101","JP101","family101","order101",554051,37.125,140.1875,"nat.",,,,,,,2,,
"sp101","JP101","family101","order101",554056,37.125,140.8125,"nat.",,,,1,,,,,1
"sp101","JP101","family101","order101",554057,37.125,140.9375,"nat.",,,,,,1,,,
"sp101","JP101","family101","order101",554062,37.20833333,140.3125,"nat.",,,,,,,2,,
"sp101","JP101","family101","order101",554066,37.20833333,140.8125,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",554067,37.20833333,140.9375,"nat.",,,,2,,,,,
"sp101","JP101","family101","order101",554070,37.29166667,140.0625,"nat.",,,,,,,1,,
"sp101","JP101","family101","order101",554071,37.29166667,140.1875,"nat.",,,,,,,2,,1
"sp101","JP101","family101","order101",554072,37.29166667,140.3125,"nat.",,,,,,,1,,
"sp101","JP101","family101","order101",554073,37.29166667,140.4375,"nat.",,,,,,,,1,
"sp101","JP101","family101","order101",554077,37.29166667,140.9375,"nat.",,,,1,,,,,
"sp101","JP101","family101","order101",554170,37.29166667,141.0625,"nat.",,,,3,,,,,
"sp101","JP101","family101","order101",563607,37.375,136.9375,"nat.",,,,1,,,1,,1
"sp101","JP101","family101","order101",563700,37.375,137.0625,"nat.",,,,1,,,,,2
"sp101","JP101","family101","order101",563701,37.375,137.1875,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",563711,37.45833333,137.1875,"nat.",,,,,,,2,,2
"sp101","JP101","family101","order101",563712,37.45833333,137.3125,"nat.",,,,,,,1,,1
"sp101","JP101","family101","order101",563722,37.54166667,137.3125,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",563804,37.375,138.5625,"nat.",,,,1,,,2,,
"sp101","JP101","family101","order101",563805,37.375,138.6875,"nat.",,,,,,,1,,
"sp101","JP101","family101","order101",563806,37.375,138.8125,"nat.",,,,,,,1,,
"sp101","JP101","family101","order101",563814,37.45833333,138.5625,"nat.",,,,2,,,1,,
"sp101","JP101","family101","order101",563815,37.45833333,138.6875,"nat.",,,,2,,,,,
"sp101","JP101","family101","order101",563825,37.54166667,138.6875,"nat.",,,,,,,1,,
"sp101","JP101","family101","order101",563827,37.54166667,138.9375,"nat.",,,,,,,1,,1
"sp101","JP101","family101","order101",563836,37.625,138.8125,"nat.",,,,,,,,4,
"sp101","JP101","family101","order101",563837,37.625,138.9375,"nat.",,,,,,,1,,
"sp101","JP101","family101","order101",563846,37.70833333,138.8125,"nat.",,,,,,,3,,
"sp101","JP101","family101","order101",563852,37.79166667,138.3125,"nat.",,,,,,,1,,
"sp101","JP101","family101","order101",563856,37.79166667,138.8125,"nat.",,,,,,,1,,
"sp101","JP101","family101","order101",563862,37.875,138.3125,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",563863,37.875,138.4375,"nat.",,,,1,,,1,,
"sp101","JP101","family101","order101",563872,37.95833333,138.3125,"nat.",,,,,,,2,,
"sp101","JP101","family101","order101",563873,37.95833333,138.4375,"nat.",,,,,,,1,,2
"sp101","JP101","family101","order101",563874,37.95833333,138.5625,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",563902,37.375,139.3125,"nat.",,,,,1,,,,1
"sp101","JP101","family101","order101",563907,37.375,139.9375,"nat.",,,,,,,2,6,1
"sp101","JP101","family101","order101",563912,37.45833333,139.3125,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",563913,37.45833333,139.4375,"nat.",,,,,,,,,2
"sp101","JP101","family101","order101",563914,37.45833333,139.5625,"nat.",,,,,2,,,,1
"sp101","JP101","family101","order101",563915,37.45833333,139.6875,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",563917,37.45833333,139.9375,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",563922,37.54166667,139.3125,"nat.",,,,,,,,1,
"sp101","JP101","family101","order101",563923,37.54166667,139.4375,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",563924,37.54166667,139.5625,"nat.",,,,,,,,,2
"sp101","JP101","family101","order101",563925,37.54166667,139.6875,"nat.",,,,2,,,,,1
"sp101","JP101","family101","order101",563930,37.625,139.0625,"nat.",,,,,,,,1,
"sp101","JP101","family101","order101",563931,37.625,139.1875,"nat.",,,,,,,,3,
"sp101","JP101","family101","order101",563932,37.625,139.3125,"nat.",,,,,,,,5,
"sp101","JP101","family101","order101",563934,37.625,139.5625,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",563935,37.625,139.6875,"nat.",,,,,,1,,,
"sp101","JP101","family101","order101",563936,37.625,139.8125,"nat.",,,,,,,,2,
"sp101","JP101","family101","order101",563937,37.625,139.9375,"nat.",,,,,1,,,,
"sp101","JP101","family101","order101",563940,37.70833333,139.0625,"nat.",,,,,,,1,,1
"sp101","JP101","family101","order101",563941,37.70833333,139.1875,"nat.",,,,,,,5,,1
"sp101","JP101","family101","order101",563942,37.70833333,139.3125,"nat.",,,,,,,,1,1
"sp101","JP101","family101","order101",563943,37.70833333,139.4375,"nat.",,,,,2,,,6,3
"sp101","JP101","family101","order101",563944,37.70833333,139.5625,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",563945,37.70833333,139.6875,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",563950,37.79166667,139.0625,"nat.",,1,,,,,,,
"sp101","JP101","family101","order101",563951,37.79166667,139.1875,"nat.",,,,,2,,,,
"sp101","JP101","family101","order101",563952,37.79166667,139.3125,"nat.",,,,,,,,8,1
"sp101","JP101","family101","order101",563953,37.79166667,139.4375,"nat.",,,,,1,,,4,2
"sp101","JP101","family101","order101",563954,37.79166667,139.5625,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",563955,37.79166667,139.6875,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",563961,37.875,139.1875,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",563962,37.875,139.3125,"nat.",,,,,1,,,,3
"sp101","JP101","family101","order101",563963,37.875,139.4375,"nat.",,,,,,,2,,1
"sp101","JP101","family101","order101",563964,37.875,139.5625,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",563972,37.95833333,139.3125,"nat.",,,,,,,1,,1
"sp101","JP101","family101","order101",563973,37.95833333,139.4375,"nat.",,,,,,,1,,1
"sp101","JP101","family101","order101",563974,37.95833333,139.5625,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",563976,37.95833333,139.8125,"nat.",,,,,,,12,,
"sp101","JP101","family101","order101",563977,37.95833333,139.9375,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",564002,37.375,140.3125,"nat.",,,,1,,,,,
"sp101","JP101","family101","order101",564003,37.375,140.4375,"nat.",,1,,,,,12,,
"sp101","JP101","family101","order101",564004,37.375,140.5625,"nat.",,,,,,,4,,
"sp101","JP101","family101","order101",564007,37.375,140.9375,"nat.",,,,1,,,,,
"sp101","JP101","family101","order101",564010,37.45833333,140.0625,"nat.",,,,,,,1,,
"sp101","JP101","family101","order101",564011,37.45833333,140.1875,"nat.",,,,1,,,,,
"sp101","JP101","family101","order101",564012,37.45833333,140.3125,"nat.",,,,,,,2,,
"sp101","JP101","family101","order101",564013,37.45833333,140.4375,"nat.",,,,,,,2,,
"sp101","JP101","family101","order101",564020,37.54166667,140.0625,"nat.",,,,,,,1,,
"sp101","JP101","family101","order101",564022,37.54166667,140.3125,"nat.",,,,1,1,,3,,
"sp101","JP101","family101","order101",564023,37.54166667,140.4375,"nat.",,,,,,,1,,
"sp101","JP101","family101","order101",564027,37.54166667,140.9375,"nat.",,,,1,,,,,1
"sp101","JP101","family101","order101",564030,37.625,140.0625,"nat.",,2,,,,,,,1
"sp101","JP101","family101","order101",564033,37.625,140.4375,"nat.",,,,,,2,5,,
"sp101","JP101","family101","order101",564034,37.625,140.5625,"nat.",,,,,,5,8,,
"sp101","JP101","family101","order101",564040,37.70833333,140.0625,"nat.",,,,,,,1,,1
"sp101","JP101","family101","order101",564042,37.70833333,140.3125,"nat.",,,,,,,5,1,
"sp101","JP101","family101","order101",564043,37.70833333,140.4375,"nat.",,,,,,,2,,
"sp101","JP101","family101","order101",564053,37.79166667,140.4375,"nat.",,,,,1,,,,3
"sp101","JP101","family101","order101",564055,37.79166667,140.6875,"nat.",,,,,,1,1,,
"sp101","JP101","family101","order101",564057,37.79166667,140.9375,"nat.",,,,,,,4,,
"sp101","JP101","family101","order101",564062,37.875,140.3125,"nat.",,,,,1,,,1,
"sp101","JP101","family101","order101",564064,37.875,140.5625,"nat.",,,,,3,4,,,
"sp101","JP101","family101","order101",564066,37.875,140.8125,"nat.",,,,,,,1,,
"sp101","JP101","family101","order101",564067,37.875,140.9375,"nat.",,,,,1,,1,,
"sp101","JP101","family101","order101",564071,37.95833333,140.1875,"nat.",,,,1,2,2,4,,1
"sp101","JP101","family101","order101",564072,37.95833333,140.3125,"nat.",,,,,5,,,8,
"sp101","JP101","family101","order101",564073,37.95833333,140.4375,"nat.",,,,1,,,23,18,
"sp101","JP101","family101","order101",564074,37.95833333,140.5625,"nat.",,,,,,,48,,
"sp101","JP101","family101","order101",564076,37.95833333,140.8125,"nat.",,,,,1,,2,,
"sp101","JP101","family101","order101",564100,37.375,141.0625,"nat.",,,,1,,,,,
"sp101","JP101","family101","order101",564110,37.45833333,141.0625,"nat.",,,,2,,,,,
"sp101","JP101","family101","order101",564140,37.70833333,141.0625,"nat.",,,,,,,1,,
"sp101","JP101","family101","order101",573801,38.04166667,138.1875,"nat.",,,,1,,,,,
"sp101","JP101","family101","order101",573802,38.04166667,138.3125,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",573803,38.04166667,138.4375,"nat.",,,,1,,,3,,1
"sp101","JP101","family101","order101",573812,38.125,138.3125,"nat.",,,,,,,1,,1
"sp101","JP101","family101","order101",573813,38.125,138.4375,"nat.",,,,,,,3,,
"sp101","JP101","family101","order101",573823,38.20833333,138.4375,"nat.",,,,,,,7,,1
"sp101","JP101","family101","order101",573833,38.29166667,138.4375,"nat.",,,,1,,,,,
"sp101","JP101","family101","order101",573834,38.29166667,138.5625,"nat.",,,,,,,1,,1
"sp101","JP101","family101","order101",573903,38.04166667,139.4375,"nat.",,,,,,,2,,2
"sp101","JP101","family101","order101",573904,38.04166667,139.5625,"nat.",,,,,,,21,,1
"sp101","JP101","family101","order101",573906,38.04166667,139.8125,"nat.",,,,,,,19,,
"sp101","JP101","family101","order101",573907,38.04166667,139.9375,"nat.",,,,,,,2,,
"sp101","JP101","family101","order101",573913,38.125,139.4375,"nat.",,,,,,,3,,1
"sp101","JP101","family101","order101",573914,38.125,139.5625,"nat.",,,,,,,10,,
"sp101","JP101","family101","order101",573915,38.125,139.6875,"nat.",,,,,,,,1,
"sp101","JP101","family101","order101",573923,38.20833333,139.4375,"nat.",,1,,,,,,,1
"sp101","JP101","family101","order101",573924,38.20833333,139.5625,"nat.",,,,,,,,1,1
"sp101","JP101","family101","order101",573925,38.20833333,139.6875,"nat.",,,,,,,,1,
"sp101","JP101","family101","order101",573926,38.20833333,139.8125,"nat.",,,,,,,,1,
"sp101","JP101","family101","order101",573933,38.29166667,139.4375,"nat.",,,,1,,,,1,2
"sp101","JP101","family101","order101",573934,38.29166667,139.5625,"nat.",,,,,,,,3,
"sp101","JP101","family101","order101",573935,38.29166667,139.6875,"nat.",,,,,,,,1,
"sp101","JP101","family101","order101",573937,38.29166667,139.9375,"nat.",,,,,,,,,2
"sp101","JP101","family101","order101",573943,38.375,139.4375,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",573947,38.375,139.9375,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",573954,38.45833333,139.5625,"nat.",,,,,,,,1,1
"sp101","JP101","family101","order101",573957,38.45833333,139.9375,"nat.",,,,,,20,,,
"sp101","JP101","family101","order101",573964,38.54166667,139.5625,"nat.",,,,,,,,1,
"sp101","JP101","family101","order101",573966,38.54166667,139.8125,"nat.",,,,,,,,1,1
"sp101","JP101","family101","order101",573967,38.54166667,139.9375,"nat.",,,,,,,,22,
"sp101","JP101","family101","order101",573974,38.625,139.5625,"nat.",,,,,,,,2,
"sp101","JP101","family101","order101",573975,38.625,139.6875,"nat.",,,,,,,,2,
"sp101","JP101","family101","order101",573976,38.625,139.8125,"nat.",,,,,,,1,5,
"sp101","JP101","family101","order101",573977,38.625,139.9375,"nat.",,,,,,,,3,
"sp101","JP101","family101","order101",574000,38.04166667,140.0625,"nat.",,,,1,,,,,1
"sp101","JP101","family101","order101",574001,38.04166667,140.1875,"nat.",,,,2,2,,,,2
"sp101","JP101","family101","order101",574002,38.04166667,140.3125,"nat.",,,,1,1,,,,
"sp101","JP101","family101","order101",574005,38.04166667,140.6875,"nat.",,,,,,,,,2
"sp101","JP101","family101","order101",574013,38.125,140.4375,"nat.",,,,2,,,,,
"sp101","JP101","family101","order101",574016,38.125,140.8125,"nat.",,,,,1,,,,
"sp101","JP101","family101","order101",574017,38.125,140.9375,"nat.",,,,,,,1,,
"sp101","JP101","family101","order101",574020,38.20833333,140.0625,"nat.",,,,,,2,6,,
"sp101","JP101","family101","order101",574022,38.20833333,140.3125,"nat.",,,,3,,,1,,
"sp101","JP101","family101","order101",574023,38.20833333,140.4375,"nat.",,,,1,,,,,
"sp101","JP101","family101","order101",574025,38.20833333,140.6875,"nat.",,,,,,8,24,32,
"sp101","JP101","family101","order101",574026,38.20833333,140.8125,"nat.",,,,,1,,4,,
"sp101","JP101","family101","order101",574027,38.20833333,140.9375,"nat.",,,,,1,,3,,
"sp101","JP101","family101","order101",574030,38.29166667,140.0625,"nat.",,,,,,,1,,
"sp101","JP101","family101","order101",574031,38.29166667,140.1875,"nat.",,,,,,2,6,,
"sp101","JP101","family101","order101",574032,38.29166667,140.3125,"nat.",,,,,,1,4,,
"sp101","JP101","family101","order101",574033,38.29166667,140.4375,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",574036,38.29166667,140.8125,"nat.",,,,1,,,2,,2
"sp101","JP101","family101","order101",574037,38.29166667,140.9375,"nat.",,,,,1,,,,
"sp101","JP101","family101","order101",574041,38.375,140.1875,"nat.",,,,,,2,4,,
"sp101","JP101","family101","order101",574044,38.375,140.5625,"nat.",,,,1,,,,,
"sp101","JP101","family101","order101",574046,38.375,140.8125,"nat.",,,,,1,,3,,
"sp101","JP101","family101","order101",574047,38.375,140.9375,"nat.",,,,,,,1,,
"sp101","JP101","family101","order101",574050,38.45833333,140.0625,"nat.",,,,1,,,3,,1
"sp101","JP101","family101","order101",574051,38.45833333,140.1875,"nat.",,,,,,,2,,1
"sp101","JP101","family101","order101",574052,38.45833333,140.3125,"nat.",,,,,,2,6,,
"sp101","JP101","family101","order101",574053,38.45833333,140.4375,"nat.",1,,,,,,1,,1
"sp101","JP101","family101","order101",574056,38.45833333,140.8125,"nat.",,,,,,,1,,
"sp101","JP101","family101","order101",574057,38.45833333,140.9375,"nat.",,,,,,,5,,
"sp101","JP101","family101","order101",574060,38.54166667,140.0625,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",574062,38.54166667,140.3125,"nat.",,,,,,2,,,
"sp101","JP101","family101","order101",574070,38.625,140.0625,"nat.",,,,,1,,,,
"sp101","JP101","family101","order101",574072,38.625,140.3125,"nat.",,,,,,4,,,
"sp101","JP101","family101","order101",574073,38.625,140.4375,"nat.",,,,,,,1,,1
"sp101","JP101","family101","order101",574130,38.29166667,141.0625,"nat.",,,1,1,,,1,,1
"sp101","JP101","family101","order101",574131,38.29166667,141.1875,"nat.",,,,,,,1,,
"sp101","JP101","family101","order101",574133,38.29166667,141.4375,"nat.",,,,,,,3,,
"sp101","JP101","family101","order101",574134,38.29166667,141.5625,"nat.",,,,,,,1,,
"sp101","JP101","family101","order101",574140,38.375,141.0625,"nat.",,,,4,,,1,,
"sp101","JP101","family101","order101",574143,38.375,141.4375,"nat.",,,,1,,,,,1
"sp101","JP101","family101","order101",574150,38.45833333,141.0625,"nat.",,,,,,,1,,
"sp101","JP101","family101","order101",574151,38.45833333,141.1875,"nat.",,,,,,,2,,
"sp101","JP101","family101","order101",574152,38.45833333,141.3125,"nat.",,,,2,,36,18,,
"sp101","JP101","family101","order101",574153,38.45833333,141.4375,"nat.",,,,,,,3,,
"sp101","JP101","family101","order101",574161,38.54166667,141.1875,"nat.",,,,,1,,7,,1
"sp101","JP101","family101","order101",574162,38.54166667,141.3125,"nat.",,,,,,,19,3,1
"sp101","JP101","family101","order101",574163,38.54166667,141.4375,"nat.",,,,,,,1,1,1
"sp101","JP101","family101","order101",574164,38.54166667,141.5625,"nat.",,,,,,,,1,
"sp101","JP101","family101","order101",574172,38.625,141.3125,"nat.",,,,,,,6,3,3
"sp101","JP101","family101","order101",574174,38.625,141.5625,"nat.",,,,,,,,1,
"sp101","JP101","family101","order101",583905,38.70833333,139.6875,"nat.",,,,1,,,1,,
"sp101","JP101","family101","order101",583906,38.70833333,139.8125,"nat.",,,,,,,2,,
"sp101","JP101","family101","order101",583907,38.70833333,139.9375,"nat.",,,,3,,,2,,2
"sp101","JP101","family101","order101",583916,38.79166667,139.8125,"nat.",,,,1,,,3,,
"sp101","JP101","family101","order101",583917,38.79166667,139.9375,"nat.",,,,,1,,2,,1
"sp101","JP101","family101","order101",583927,38.875,139.9375,"nat.",,,,,2,,,,
"sp101","JP101","family101","order101",583936,38.95833333,139.8125,"nat.",,,,,1,,1,,
"sp101","JP101","family101","order101",583937,38.95833333,139.9375,"nat.",,,,,,,3,,
"sp101","JP101","family101","order101",583946,39.04166667,139.8125,"nat.",,,,,1,,,,
"sp101","JP101","family101","order101",583947,39.04166667,139.9375,"nat.",,,,4,,,,,1
"sp101","JP101","family101","order101",583957,39.125,139.9375,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",583964,39.20833333,139.5625,"nat.",,,,2,,,,,
"sp101","JP101","family101","order101",583967,39.20833333,139.9375,"nat.",,,,2,,,,,
"sp101","JP101","family101","order101",584001,38.70833333,140.1875,"nat.",,,,,,,,,2
"sp101","JP101","family101","order101",584003,38.70833333,140.4375,"nat.",,,,,,,,,2
"sp101","JP101","family101","order101",584005,38.70833333,140.6875,"nat.",,,,1,,,3,,1
"sp101","JP101","family101","order101",584006,38.70833333,140.8125,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",584010,38.79166667,140.0625,"nat.",,,,,,4,,,3
"sp101","JP101","family101","order101",584011,38.79166667,140.1875,"nat.",,,,,,8,,,
"sp101","JP101","family101","order101",584012,38.79166667,140.3125,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",584013,38.79166667,140.4375,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",584014,38.79166667,140.5625,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",584015,38.79166667,140.6875,"nat.",,,,2,,3,22,,
"sp101","JP101","family101","order101",584020,38.875,140.0625,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",584021,38.875,140.1875,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",584022,38.875,140.3125,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",584024,38.875,140.5625,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",584025,38.875,140.6875,"nat.",,,,,,,1,,2
"sp101","JP101","family101","order101",584030,38.95833333,140.0625,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",584031,38.95833333,140.1875,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",584032,38.95833333,140.3125,"nat.",,,,,,,,,2
"sp101","JP101","family101","order101",584033,38.95833333,140.4375,"nat.",,,,,,,,,2
"sp101","JP101","family101","order101",584034,38.95833333,140.5625,"nat.",,,,1,,,,,1
"sp101","JP101","family101","order101",584035,38.95833333,140.6875,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",584037,38.95833333,140.9375,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",584041,39.04166667,140.1875,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",584042,39.04166667,140.3125,"nat.",,,,,,,,,3
"sp101","JP101","family101","order101",584043,39.04166667,140.4375,"nat.",,,,,,1,,,1
"sp101","JP101","family101","order101",584044,39.04166667,140.5625,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",584046,39.04166667,140.8125,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",584053,39.125,140.4375,"nat.",,,,,,1,3,,
"sp101","JP101","family101","order101",584055,39.125,140.6875,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",584057,39.125,140.9375,"nat.",,,,,,2,,,
"sp101","JP101","family101","order101",584060,39.20833333,140.0625,"nat.",,,,,,,,,2
"sp101","JP101","family101","order101",584061,39.20833333,140.1875,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",584063,39.20833333,140.4375,"nat.",,,,,,3,,,
"sp101","JP101","family101","order101",584064,39.20833333,140.5625,"nat.",,,,,,1,4,,2
"sp101","JP101","family101","order101",584067,39.20833333,140.9375,"nat.",,,,1,,,,,
"sp101","JP101","family101","order101",584070,39.29166667,140.0625,"nat.",,,,,,2,2,2,
"sp101","JP101","family101","order101",584071,39.29166667,140.1875,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",584073,39.29166667,140.4375,"nat.",,,,,1,4,5,,
"sp101","JP101","family101","order101",584076,39.29166667,140.8125,"nat.",,,,,,1,55,,
"sp101","JP101","family101","order101",584077,39.29166667,140.9375,"nat.",,,,,,,3,,
"sp101","JP101","family101","order101",584101,38.70833333,141.1875,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",584102,38.70833333,141.3125,"nat.",,,,,,,23,2,
"sp101","JP101","family101","order101",584112,38.79166667,141.3125,"nat.",,,,,,14,16,1,
"sp101","JP101","family101","order101",584113,38.79166667,141.4375,"nat.",,,,,,,,2,
"sp101","JP101","family101","order101",584122,38.875,141.3125,"nat.",,,,,,2,,,
"sp101","JP101","family101","order101",584123,38.875,141.4375,"nat.",,,,3,,,,2,
"sp101","JP101","family101","order101",584124,38.875,141.5625,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",584125,38.875,141.6875,"nat.",,,,1,,,,,1
"sp101","JP101","family101","order101",584130,38.95833333,141.0625,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",584131,38.95833333,141.1875,"nat.",,,,,,6,1,,
"sp101","JP101","family101","order101",584132,38.95833333,141.3125,"nat.",,,,,,2,,,
"sp101","JP101","family101","order101",584133,38.95833333,141.4375,"nat.",,,,,,,,4,
"sp101","JP101","family101","order101",584134,38.95833333,141.5625,"nat.",,,,,,,,3,1
"sp101","JP101","family101","order101",584135,38.95833333,141.6875,"nat.",,,,3,,,,,
"sp101","JP101","family101","order101",584140,39.04166667,141.0625,"nat.",,,,1,1,,,,1
"sp101","JP101","family101","order101",584141,39.04166667,141.1875,"nat.",,,,1,,4,2,,
"sp101","JP101","family101","order101",584143,39.04166667,141.4375,"nat.",,,,,,,,1,
"sp101","JP101","family101","order101",584144,39.04166667,141.5625,"nat.",,,,,,,,1,1
"sp101","JP101","family101","order101",584145,39.04166667,141.6875,"nat.",,,,,,,,1,
"sp101","JP101","family101","order101",584146,39.04166667,141.8125,"nat.",,,,1,,,4,,
"sp101","JP101","family101","order101",584153,39.125,141.4375,"nat.",,,,,,,,2,
"sp101","JP101","family101","order101",584155,39.125,141.6875,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",584156,39.125,141.8125,"nat.",,,,,,,10,,
"sp101","JP101","family101","order101",584157,39.125,141.9375,"nat.",,,,,,,4,,
"sp101","JP101","family101","order101",584160,39.20833333,141.0625,"nat.",,,,,,4,,,
"sp101","JP101","family101","order101",584164,39.20833333,141.5625,"nat.",,,,,,,,1,
"sp101","JP101","family101","order101",584165,39.20833333,141.6875,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",584166,39.20833333,141.8125,"nat.",,1,,3,,,4,,
"sp101","JP101","family101","order101",584167,39.20833333,141.9375,"nat.",,,,,,,9,,
"sp101","JP101","family101","order101",584173,39.29166667,141.4375,"nat.",,1,,,,,,,
"sp101","JP101","family101","order101",584175,39.29166667,141.6875,"nat.",,,,,,,6,,
"sp101","JP101","family101","order101",584176,39.29166667,141.8125,"nat.",,,,,,,5,,1
"sp101","JP101","family101","order101",584177,39.29166667,141.9375,"nat.",,1,,1,,,5,,
"sp101","JP101","family101","order101",593965,39.875,139.6875,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",593966,39.875,139.8125,"nat.",,,,1,,,,3,4
"sp101","JP101","family101","order101",593976,39.95833333,139.8125,"nat.",,,,,,,,2,
"sp101","JP101","family101","order101",594000,39.375,140.0625,"nat.",,,,,,,1,,
"sp101","JP101","family101","order101",594001,39.375,140.1875,"nat.",,,,,1,,,,2
"sp101","JP101","family101","order101",594003,39.375,140.4375,"nat.",,,,,,1,,,
"sp101","JP101","family101","order101",594005,39.375,140.6875,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",594011,39.45833333,140.1875,"nat.",,,,,1,,3,,1
"sp101","JP101","family101","order101",594013,39.45833333,140.4375,"nat.",,,,,,4,3,,
"sp101","JP101","family101","order101",594014,39.45833333,140.5625,"nat.",,,,,,,1,,1
"sp101","JP101","family101","order101",594015,39.45833333,140.6875,"nat.",,,,,,,,,2
"sp101","JP101","family101","order101",594016,39.45833333,140.8125,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",594020,39.54166667,140.0625,"nat.",,,,,,,1,,
"sp101","JP101","family101","order101",594021,39.54166667,140.1875,"nat.",,,,,,,4,2,
"sp101","JP101","family101","order101",594022,39.54166667,140.3125,"nat.",,,,,,6,6,,
"sp101","JP101","family101","order101",594024,39.54166667,140.5625,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",594025,39.54166667,140.6875,"nat.",,,,4,,,,,2
"sp101","JP101","family101","order101",594026,39.54166667,140.8125,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",594030,39.625,140.0625,"nat.",,,,,,,2,,
"sp101","JP101","family101","order101",594031,39.625,140.1875,"nat.",,,,,1,,1,,1
"sp101","JP101","family101","order101",594032,39.625,140.3125,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",594033,39.625,140.4375,"nat.",,,,,,,,,2
"sp101","JP101","family101","order101",594034,39.625,140.5625,"nat.",,,,,,1,,,1
"sp101","JP101","family101","order101",594035,39.625,140.6875,"nat.",,,,,,,,,2
"sp101","JP101","family101","order101",594036,39.625,140.8125,"nat.",,,,5,,,,,3
"sp101","JP101","family101","order101",594037,39.625,140.9375,"nat.",,,,2,,,18,,1
"sp101","JP101","family101","order101",594041,39.70833333,140.1875,"nat.",,,,,,,,,1
"sp101","JP101","family101","order101",594042,39.70833333,140.3125,"nat.",,,,,,,,1,1
"sp101","JP101","family101","order101",594043,39.70833333,140.4375,"nat.",,,,,,,,1,2
"sp101","JP101","family101","order101",594044,39.70833333,140.5625,"nat.",,,,,,,,2,2
"sp101","JP101","family101","order101",594045,39.70833333,140.6875,"nat.",,,,,,,,1,4
"sp101","JP101","family101","order101",594046,39.70833333,140.8125,"nat.",,,,3,,,,,3
"sp101","JP101","family101","order101",594047,39.70833333,140.9375,"nat.",,,,2,,,13,,
"sp101","JP101","family101","order101",594050,39.79166667,140.0625,"nat.",,,,,,,1,,
"sp101","JP101","family101","order101",594051,39.79166667,140.1875,"nat.",,,,,1,,1,1,4
"sp101","JP101","family101","order101",594052,39.79166667,140.3125,"nat.",,,,,,,,2,2
"sp101","JP101","family101","order101",594053,39.79166667,140.4375,"nat.",,,,,,,,,2
"sp101","JP101","family101","order101",594054,39.79166667,140.5625,"nat.",,,,,,,,1,2
"sp101","JP101","family101","order101",594055,39.79166667,140.6875,"nat.",,,,,,,12,4,1
